"Order ID,Order Date,Product Category,Region,Quantity,Customer ID,Revenue,Profit,Segment,Location"
"ORD200151,2024-02-22,Office Supplies,Central,5,CUST100036,6905,636.77,SME,Ahmedabad"
"ORD200152,2025-10-09,Furniture,West,3,CUST100852,2346,585.85,Corporate,Pune"
"ORD200153,2022-02-01,Furniture,North,2,CUST100633,3198,266.76,Corporate,Ahmedabad"
"ORD200154,2023-01-12,Office Supplies,Central,6,CUST102791,21504,2388.44,Consumer,Delhi"
"ORD200155,2023-03-30,Furniture,South,8,CUST101252,6800,1790.77,Consumer,Pune"
"ORD200157,2023-10-06,Office Supplies,South,6,CUST103989,27366,2423.37,Consumer,Delhi"
"ORD200158,2022-09-29,Furniture,North,9,CUST101516,11727,2391.22,Consumer,Hyderabad"
"ORD200160,2023-08-28,Electronics,North,3,CUST100327,11049,2075.16,Corporate,Chennai"
"ORD200161,2024-10-21,Accessories,North,2,CUST101030,5716,772.44,Consumer,Pune"
"ORD200162,2025-05-30,Office Supplies,North,8,CUST102562,29808,4520.87,Consumer,Pune"
"ORD200163,2024-06-08,Furniture,South,9,CUST102051,17271,4149.05,Consumer,Pune"
"ORD200164,2022-07-19,Furniture,East,6,CUST100727,10350,2914.22,Consumer,Delhi"
"ORD200166,2025-08-06,Accessories,East,8,CUST102092,36480,10327.81,Consumer,Hyderabad"
"ORD200167,2025-03-22,Electronics,West,7,CUST102252,11872,1115.41,Consumer,Pune"
"ORD200168,2024-11-04,Electronics,North,2,CUST101224,8946,1096.04,Consumer,Mumbai"
"ORD200169,2023-04-23,Accessories,North,7,CUST103204,14301,3703.63,Corporate,Mumbai"
"ORD200170,2025-01-10,Office Supplies,North,1,CUST100685,3776,1098.08,Consumer,Kolkata"
"ORD200171,2023-05-06,Furniture,West,8,CUST103140,17632,4806.61,Consumer,Ahmedabad"
"ORD200172,2023-06-20,Office Supplies,West,5,CUST102025,9610,1661.12,SME,Bengaluru"
"ORD200173,2022-08-22,Clothing,South,9,CUST102702,28278,7146.2,Consumer,Kolkata"
"ORD200174,2024-06-09,Clothing,Central,3,CUST102379,14007,1404.67,Consumer,Chennai"
"ORD200175,2023-02-21,Clothing,East,7,CUST100429,9065,1172.3,SME,Ahmedabad"
"ORD200176,2022-10-11,Accessories,Central,8,CUST102807,7872,2358.78,Consumer,Mumbai"
"ORD200177,2023-07-20,Electronics,North,1,CUST101194,3724,352.5,SME,Delhi"
"ORD200180,2022-12-05,Clothing,Central,8,CUST100205,12480,2711.54,SME,Hyderabad"
"ORD200181,2022-10-03,Office Supplies,North,6,CUST103697,19920,4571.92,Consumer,Chennai"
"ORD200182,2025-10-18,Clothing,Central,3,CUST103093,13578,3904.04,Corporate,Ahmedabad"
"ORD200183,2024-04-10,Clothing,South,4,CUST101160,13012,1040.21,SME,Pune"
"ORD200184,2023-11-12,Furniture,Central,7,CUST103374,16765,3260.19,SME,Mumbai"
"ORD200185,2022-12-24,Accessories,East,9,CUST102846,11304,1291.78,Consumer,Bengaluru"
"ORD200186,2023-05-25,Electronics,South,2,CUST103084,4324,642.4,Corporate,Chennai"
"ORD200188,2025-11-17,Office Supplies,North,6,CUST101390,24468,6916.5,Consumer,Chennai"
"ORD200191,2025-10-15,Office Supplies,South,4,CUST102903,5308,1232.52,Corporate,Kolkata"
"ORD200192,2023-05-04,Electronics,West,8,CUST103817,32152,3307.28,SME,Kolkata"
"ORD200193,2024-02-19,Furniture,East,7,CUST101778,14469,1946.06,Consumer,Bengaluru"
"ORD200194,2024-11-03,Electronics,South,7,CUST102021,20629,4426.07,Corporate,Hyderabad"
"ORD200197,2022-12-21,Clothing,South,8,CUST100851,21352,5094.88,Consumer,Delhi"
"ORD200198,2025-06-13,Clothing,West,2,CUST103396,8816,2298.06,Corporate,Mumbai"
"ORD200199,2023-09-01,Office Supplies,West,3,CUST102914,8622,2205.87,Corporate,Hyderabad"
"ORD200201,2023-09-07,Furniture,East,7,CUST103996,19523,4947.31,SME,Ahmedabad"
"ORD200204,2022-07-08,Office Supplies,West,5,CUST103294,10605,2162.83,SME,Chennai"
"ORD200205,2024-08-24,Furniture,South,7,CUST103008,34104,4811.87,SME,Delhi"
"ORD200206,2022-03-23,Accessories,Central,8,CUST101578,27696,6023.95,Consumer,Pune"
"ORD200208,2024-07-13,Furniture,South,6,CUST103954,26304,2962.67,Consumer,Chennai"
"ORD200210,2024-08-01,Clothing,North,5,CUST100207,22110,4780.2,SME,Kolkata"
"ORD200211,2025-10-10,Accessories,Central,4,CUST101295,3492,252.49,Consumer,Kolkata"
"ORD200212,2024-11-22,Accessories,Central,9,CUST101940,18018,2479.02,Consumer,Kolkata"
"ORD200213,2025-10-13,Accessories,West,4,CUST102208,6868,1459.89,Corporate,Kolkata"
"ORD200214,2022-07-18,Clothing,North,3,CUST100665,4893,1121.13,Corporate,Kolkata"
"ORD200216,2025-03-03,Clothing,Central,5,CUST103862,6275,709.0,Consumer,Chennai"
"ORD200217,2022-05-28,Furniture,South,1,CUST100088,3682,800.02,Corporate,Mumbai"
"ORD200219,2022-04-24,Furniture,East,1,CUST103118,1829,453.63,Consumer,Chennai"
"ORD200220,2025-08-18,Electronics,Central,9,CUST103824,7578,1810.81,Consumer,Ahmedabad"
"ORD200221,2022-11-07,Furniture,Central,1,CUST103189,3874,472.33,Consumer,Bengaluru"
"ORD200222,2023-01-12,Electronics,West,4,CUST103874,2064,134.54,Corporate,Hyderabad"
"ORD200223,2024-09-28,Electronics,East,4,CUST102218,17700,1280.25,SME,Bengaluru"
"ORD200224,2023-06-18,Office Supplies,East,9,CUST100416,28035,4391.89,Corporate,Chennai"
"ORD200225,2022-01-14,Electronics,North,1,CUST102564,2223,213.21,Consumer,Delhi"
"ORD200226,2024-07-11,Electronics,West,9,CUST102617,33786,5376.14,SME,Ahmedabad"
"ORD200228,2022-03-20,Accessories,North,7,CUST102247,34132,5486.88,Consumer,Bengaluru"
"ORD200229,2025-06-05,Accessories,East,9,CUST103530,8982,2476.13,Corporate,Kolkata"
"ORD200230,2023-05-03,Office Supplies,South,7,CUST101898,13104,2877.25,Consumer,Delhi"
"ORD200231,2022-07-26,Clothing,Central,2,CUST102481,7748,512.95,Corporate,Hyderabad"
"ORD200233,2024-07-26,Electronics,East,6,CUST100829,17760,3142.17,Corporate,Ahmedabad"
"ORD200235,2023-08-07,Office Supplies,East,4,CUST101242,10728,1720.88,Consumer,Bengaluru"
"ORD200237,2022-06-11,Accessories,North,6,CUST100889,6720,996.71,Corporate,Kolkata"
"ORD200238,2025-11-02,Furniture,South,1,CUST101307,741,92.72,Corporate,Hyderabad"
"ORD200239,2024-12-28,Accessories,West,8,CUST101856,30072,8234.58,SME,Bengaluru"
"ORD200241,2022-12-25,Office Supplies,East,2,CUST102457,6306,1315.48,SME,Mumbai"
"ORD200242,2023-07-07,Clothing,South,4,CUST102053,10944,743.86,Consumer,Chennai"
"ORD200243,2023-07-19,Accessories,North,6,CUST102864,24954,4372.44,Corporate,Mumbai"
"ORD200244,2023-01-28,Clothing,West,2,CUST100216,1530,418.74,Corporate,Ahmedabad"
"ORD200245,2025-09-18,Accessories,North,7,CUST101232,13531,3458.45,Consumer,Kolkata"
"ORD200246,2024-12-31,Electronics,Central,6,CUST100345,9552,631.34,Consumer,Kolkata"
"ORD200247,2024-05-01,Furniture,East,8,CUST101428,31200,7417.76,Corporate,Ahmedabad"
"ORD200248,2022-08-19,Clothing,North,7,CUST102655,19607,5263.58,Consumer,Bengaluru"
"ORD200249,2024-07-19,Clothing,East,1,CUST102072,3352,372.05,Corporate,Bengaluru"
"ORD200250,2023-03-31,Furniture,Central,5,CUST103573,7125,1284.25,SME,Bengaluru"
"ORD200251,2022-09-18,Clothing,North,6,CUST100338,24510,6652.01,Consumer,Ahmedabad"
"ORD200252,2023-03-31,Clothing,North,7,CUST100321,19201,5187.26,SME,Ahmedabad"
"ORD200253,2023-05-01,Accessories,Central,4,CUST104258,9540,1461.48,Corporate,Pune"
"ORD200254,2022-05-04,Accessories,South,9,CUST100335,37026,6545.89,Consumer,Hyderabad"
"ORD200255,2022-08-07,Furniture,North,1,CUST102025,4089,313.0,SME,Bengaluru"
"ORD200256,2024-04-06,Electronics,North,3,CUST100406,12855,2360.0,Consumer,Bengaluru"
"ORD200257,2023-02-27,Clothing,West,2,CUST102384,2794,741.16,SME,Pune"
"ORD200258,2024-02-20,Electronics,South,2,CUST100096,8150,759.55,Consumer,Kolkata"
"ORD200259,2022-04-10,Furniture,North,1,CUST102852,1916,315.32,Consumer,Mumbai"
"ORD200260,2023-02-23,Furniture,Central,3,CUST102403,7113,1499.48,SME,Mumbai"
"ORD200261,2022-05-17,Accessories,East,5,CUST103134,14415,895.78,SME,Ahmedabad"
"ORD200262,2024-06-25,Clothing,Central,6,CUST103831,24852,1469.72,Corporate,Chennai"
"ORD200263,2022-09-25,Office Supplies,South,8,CUST102487,6088,1596.53,Corporate,Mumbai"
"ORD200264,2022-04-22,Furniture,West,4,CUST100916,7880,2295.16,SME,Hyderabad"
"ORD200265,2024-06-23,Clothing,West,1,CUST103687,1710,410.73,Corporate,Hyderabad"
"ORD200266,2025-09-09,Electronics,West,9,CUST102130,37557,10921.46,Consumer,Mumbai"
"ORD200267,2025-04-25,Accessories,Central,3,CUST102152,4323,381.97,Consumer,Pune"
"ORD200268,2023-06-04,Electronics,East,8,CUST100178,22344,5978.04,Consumer,Hyderabad"
"ORD200269,2024-02-14,Furniture,East,4,CUST104301,19912,5505.05,Corporate,Kolkata"
"ORD200272,2024-06-23,Furniture,East,4,CUST100633,12496,1580.26,Corporate,Ahmedabad"
"ORD200275,2022-06-08,Accessories,Central,2,CUST101723,7576,2094.67,Corporate,Delhi"
"ORD200276,2022-06-09,Clothing,South,8,CUST101668,12040,933.31,SME,Kolkata"
"ORD200277,2024-04-22,Office Supplies,Central,2,CUST102650,6618,1403.33,Corporate,Kolkata"
"ORD200278,2025-02-24,Furniture,West,1,CUST103975,1610,471.34,SME,Pune"
"ORD200279,2024-12-08,Furniture,West,8,CUST101125,6312,746.59,Corporate,Mumbai"
"ORD200280,2023-10-10,Accessories,South,4,CUST104256,5644,1341.85,Corporate,Hyderabad"
"ORD200281,2023-12-30,Accessories,East,6,CUST104024,11280,1726.67,Corporate,Bengaluru"
"ORD200282,2025-03-28,Electronics,South,1,CUST100142,2147,141.55,Corporate,Hyderabad"
"ORD200283,2024-11-14,Electronics,North,3,CUST103856,13608,3060.82,Consumer,Chennai"
"ORD200284,2024-02-14,Electronics,South,7,CUST103049,30268,3374.24,Consumer,Mumbai"
"ORD200285,2023-03-19,Accessories,South,7,CUST101436,31563,6284.33,Corporate,Ahmedabad"
"ORD200286,2024-02-08,Electronics,West,8,CUST101282,14328,969.63,Consumer,Chennai"
"ORD200287,2025-04-30,Electronics,North,2,CUST104042,7024,562.31,Consumer,Bengaluru"
"ORD200288,2023-05-12,Office Supplies,North,7,CUST102713,14854,764.12,Corporate,Ahmedabad"
"ORD200289,2024-09-07,Electronics,South,4,CUST101639,18296,1911.21,SME,Ahmedabad"
"ORD200290,2025-01-19,Furniture,North,6,CUST103192,13572,1122.0,Consumer,Hyderabad"
"ORD200292,2025-07-28,Clothing,Central,9,CUST102693,23643,2388.61,SME,Pune"
"ORD200293,2022-06-19,Office Supplies,North,1,CUST100098,4679,542.29,Consumer,Ahmedabad"
"ORD200294,2023-06-17,Accessories,East,1,CUST100215,1937,159.18,Corporate,Chennai"
"ORD200295,2022-11-23,Accessories,North,5,CUST101778,21945,2071.58,Consumer,Bengaluru"
"ORD200296,2022-11-01,Furniture,West,5,CUST103814,15250,1837.58,Corporate,Delhi"
"ORD200297,2023-05-04,Electronics,Central,8,CUST102519,24560,3906.74,Corporate,Mumbai"
"ORD200298,2023-08-31,Furniture,West,7,CUST102450,5992,693.24,Corporate,Hyderabad"
"ORD200299,2024-02-19,Electronics,West,3,CUST102060,1980,191.78,Corporate,Mumbai"
"ORD200302,2025-01-28,Electronics,South,3,CUST101759,6060,1217.09,Corporate,Chennai"
"ORD200303,2024-07-18,Office Supplies,North,2,CUST101247,7630,1143.54,Corporate,Hyderabad"
"ORD200305,2024-01-14,Office Supplies,East,7,CUST101120,26320,3791.18,Corporate,Ahmedabad"
"ORD200306,2024-04-01,Accessories,South,5,CUST100320,22455,5908.69,Consumer,Hyderabad"
"ORD200307,2022-05-20,Furniture,East,9,CUST101840,4581,668.52,SME,Bengaluru"
"ORD200308,2023-03-30,Clothing,South,3,CUST104222,3543,709.87,Consumer,Hyderabad"
"ORD200310,2022-02-14,Clothing,South,8,CUST102262,9408,1863.73,Corporate,Pune"
"ORD200311,2025-09-22,Furniture,East,9,CUST102587,6228,616.24,SME,Delhi"
"ORD200312,2023-03-12,Furniture,South,4,CUST103562,14508,1156.25,Corporate,Mumbai"
"ORD200313,2022-12-27,Accessories,East,1,CUST101073,987,195.07,Consumer,Ahmedabad"
"ORD200314,2024-01-10,Office Supplies,Central,8,CUST104178,6280,1857.54,Consumer,Kolkata"
"ORD200315,2024-01-21,Office Supplies,South,3,CUST100224,5301,606.84,Consumer,Chennai"
"ORD200316,2024-11-11,Furniture,East,6,CUST103601,8004,403.27,Corporate,Mumbai"
"ORD200317,2022-03-11,Accessories,East,4,CUST103037,7196,2002.02,Consumer,Hyderabad"
"ORD200319,2023-07-15,Electronics,North,3,CUST102635,12243,3266.46,SME,Ahmedabad"
"ORD200320,2023-04-14,Office Supplies,North,7,CUST104118,25977,4638.78,SME,Ahmedabad"
"ORD200321,2022-01-19,Furniture,South,2,CUST100155,5312,503.07,SME,Mumbai"
"ORD200322,2025-05-14,Clothing,Central,5,CUST103274,13950,1384.13,Corporate,Bengaluru"
"ORD200323,2023-07-27,Office Supplies,South,3,CUST100097,4692,852.98,SME,Pune"
"ORD200326,2023-07-02,Furniture,Central,9,CUST101465,16884,1848.9,Corporate,Chennai"
"ORD200328,2025-04-27,Clothing,Central,2,CUST102792,1692,287.47,Corporate,Mumbai"
"ORD200330,2023-05-25,Electronics,North,8,CUST101543,14704,1211.84,SME,Chennai"
"ORD200331,2025-03-22,Office Supplies,West,3,CUST103983,9588,1520.53,Consumer,Pune"
"ORD200332,2023-03-09,Clothing,Central,5,CUST100669,22835,1845.37,SME,Chennai"
"ORD200333,2024-12-11,Electronics,East,2,CUST100342,1906,334.76,SME,Kolkata"
