Order ID,Order Date,Product Category,Region,Quantity,Customer ID,Revenue,Profit
ORD200086,11-04-2025,Furniture,West,4,CUST101321,11320,2534.45
ORD200087,02-01-2022,Electronics,South,5,CUST100304,15795,3093.97
ORD200088,01-07-2023,Accessories,Central,3,CUST104103,6939,523.43
ORD200089,31-08-2022,Furniture,East,9,CUST103924,14121,1250.18
ORD200090,01-06-2025,Furniture,West,2,CUST100007,8366,956.42
ORD200091,11-06-2022,Clothing,West,7,CUST101774,34356,8854.12
ORD200092,09-09-2022,Office Supplies,North,4,CUST101214,19684,4538.68
ORD200093,14-11-2024,Office Supplies,North,8,CUST102570,17848,4974.24
ORD200094,11-12-2023,Furniture,South,7,CUST104351,8918,521.86
ORD200095,17-07-2025,Electronics,North,8,CUST102280,11888,3035.14
ORD200096,22-08-2024,Accessories,North,4,CUST100697,11440,640.71
ORD200097,12-03-2025,Accessories,East,2,CUST104001,6898,1492.50
ORD200098,19-07-2024,Electronics,Central,7,CUST102726,27608,5866.14
ORD200099,11-11-2024,Furniture,South,9,CUST104934,35100,4106.09
ORD200100,21-02-2023,Accessories,East,6,CUST101923,27234,6460.30
ORD200101,12-04-2022,Office Supplies,South,7,CUST103423,29904,4652.20
ORD200102,15-02-2022,Electronics,Central,6,CUST101636,9198,1916.36
ORD200103,29-11-2022,Clothing,South,2,CUST100429,1898,393.95
ORD200104,12-12-2023,Furniture,North,9,CUST101734,10467,2830.07
ORD200105,08-10-2025,Electronics,Central,5,CUST103153,17385,3799.29
ORD200106,15-04-2022,Accessories,East,3,CUST101705,8943,1946.52
ORD200107,02-01-2022,Furniture,East,4,CUST104001,15608,3107.72
ORD200108,20-06-2023,Office Supplies,West,4,CUST103965,16796,1260.37
ORD200109,06-03-2024,Furniture,East,9,CUST102990,36792,4608.29
ORD200110,24-10-2023,Furniture,West,5,CUST101220,12770,2105.16
ORD200111,13-01-2025,Office Supplies,North,2,CUST103061,7344,826.79
ORD200112,10-07-2023,Office Supplies,East,6,CUST104362,4374,399.76
ORD200113,07-10-2024,Furniture,Central,7,CUST103941,16044,2854.62
ORD200114,28-02-2025,Office Supplies,West,8,CUST103122,9248,2393.31
ORD200115,03-03-2025,Electronics,East,5,CUST100302,3865,805.93
ORD200116,29-03-2022,Office Supplies,North,8,CUST102051,33056,7393.55
ORD200117,14-10-2025,Office Supplies,Central,8,CUST102078,11368,970.39
ORD200118,15-01-2023,Furniture,Central,4,CUST103669,7388,1842.44
ORD200119,19-12-2023,Electronics,North,7,CUST100541,29512,2294.54
ORD200120,14-06-2024,Clothing,East,9,CUST103156,18873,2274.36
ORD200121,03-12-2023,Clothing,South,4,CUST104783,2288,616.01
ORD200122,24-10-2023,Accessories,East,9,CUST102479,24885,6978.98
ORD200123,23-01-2023,Office Supplies,West,4,CUST101903,16644,1197.07
ORD200124,28-09-2022,Office Supplies,West,1,CUST103000,2793,252.85
ORD200125,02-02-2023,Electronics,East,4,CUST102197,12948,1807.60
ORD200126,13-03-2022,Clothing,West,2,CUST102970,9016,2065.71
ORD200127,17-12-2024,Accessories,South,6,CUST100318,20274,1769.28
ORD200128,23-06-2023,Electronics,South,8,CUST102905,8504,754.16
ORD200129,27-05-2025,Office Supplies,Central,6,CUST104582,27966,5211.84
ORD200130,20-11-2023,Clothing,West,9,CUST103961,41139,8126.57
ORD200131,19-06-2024,Accessories,East,6,CUST100976,9690,697.56
ORD200132,13-02-2024,Furniture,Central,7,CUST102050,11949,1807.53
ORD200133,07-10-2024,Clothing,South,5,CUST101360,21810,5082.97
ORD200134,13-07-2022,Accessories,Central,8,CUST103818,21968,2974.29
ORD200135,09-05-2024,Electronics,North,2,CUST100935,1742,192.58
ORD200136,30-08-2023,Furniture,West,2,CUST102386,5718,449.35
ORD200137,12-01-2024,Accessories,East,8,CUST103046,31576,5246.82
ORD200138,17-11-2025,Accessories,South,6,CUST103665,5514,1571.63
ORD200139,17-01-2022,Office Supplies,Central,2,CUST100763,2792,568.21
ORD200140,07-02-2023,Clothing,East,6,CUST102354,22986,1531.73
ORD200141,22-04-2024,Office Supplies,West,8,CUST103362,21168,2425.86
ORD200142,25-04-2023,Furniture,East,6,CUST103919,28524,6708.20
ORD200143,08-10-2023,Accessories,West,9,CUST103854,13680,3272.27
ORD200144,13-07-2023,Office Supplies,West,6,CUST104996,5556,799.72
ORD200145,19-03-2022,Clothing,West,3,CUST100023,11418,762.05
ORD200146,22-08-2022,Furniture,Central,9,CUST101025,8046,1482.20
ORD200147,09-06-2022,Electronics,West,5,CUST101187,7775,1812.64
ORD200148,12-05-2024,Office Supplies,East,6,CUST101007,23628,3141.30
ORD200149,15-06-2024,Furniture,North,4,CUST101117,17380,4295.76
ORD200150,20-02-2022,Electronics,East,3,CUST100203,9453,1251.04
ORD200151,22-02-2024,Office Supplies,Central,5,CUST100036,6905,636.77
ORD200152,09-10-2025,Furniture,West,3,CUST100852,2346,585.85
ORD200153,01-02-2022,Furniture,North,2,CUST100633,3198,266.76
ORD200154,12-01-2023,Office Supplies,Central,6,CUST102791,21504,2388.44
ORD200155,30-03-2023,Furniture,South,8,CUST101252,6800,1790.77
ORD200156,21-08-2022,Accessories,South,3,CUST104514,3138,567.10
ORD200157,06-10-2023,Office Supplies,South,6,CUST103989,27366,2423.37
ORD200158,29-09-2022,Furniture,North,9,CUST101516,11727,2391.22
ORD200159,14-07-2025,Electronics,East,1,CUST104980,1160,227.92
ORD200160,28-08-2023,Electronics,North,3,CUST100327,11049,2075.16
ORD200161,21-10-2024,Accessories,North,2,CUST101030,5716,772.44
ORD200162,30-05-2025,Office Supplies,North,8,CUST102562,29808,4520.87
ORD200163,08-06-2024,Furniture,South,9,CUST102051,17271,4149.05
ORD200164,19-07-2022,Furniture,East,6,CUST100727,10350,2914.22
ORD200165,25-10-2025,Electronics,North,3,CUST104871,9255,1800.00
ORD200166,06-08-2025,Accessories,East,8,CUST102092,36480,10327.81
ORD200167,22-03-2025,Electronics,West,7,CUST102252,11872,1115.41
ORD200168,04-11-2024,Electronics,North,2,CUST101224,8946,1096.04
ORD200169,23-04-2023,Accessories,North,7,CUST103204,14301,3703.63
ORD200170,10-01-2025,Office Supplies,North,1,CUST100685,3776,1098.08
ORD200171,06-05-2023,Furniture,West,8,CUST103140,17632,4806.61
ORD200172,20-06-2023,Office Supplies,West,5,CUST102025,9610,1661.12
ORD200173,22-08-2022,Clothing,South,9,CUST102702,28278,7146.20
ORD200174,09-06-2024,Clothing,Central,3,CUST102379,14007,1404.67
ORD200175,21-02-2023,Clothing,East,7,CUST100429,9065,1172.30
ORD200176,11-10-2022,Accessories,Central,8,CUST102807,7872,2358.78
ORD200177,20-07-2023,Electronics,North,1,CUST101194,3724,352.50
ORD200178,22-09-2023,Office Supplies,North,6,CUST104473,23436,2593.09
ORD200179,17-08-2024,Furniture,South,2,CUST104942,8838,2039.00
ORD200180,05-12-2022,Clothing,Central,8,CUST100205,12480,2711.54
ORD200181,03-10-2022,Office Supplies,North,6,CUST103697,19920,4571.92
ORD200182,18-10-2025,Clothing,Central,3,CUST103093,13578,3904.04
ORD200183,10-04-2024,Clothing,South,4,CUST101160,13012,1040.21
ORD200184,12-11-2023,Furniture,Central,7,CUST103374,16765,3260.19
ORD200185,24-12-2022,Accessories,East,9,CUST102846,11304,1291.78
ORD200186,25-05-2023,Electronics,South,2,CUST103084,4324,642.40
ORD200187,25-12-2025,Accessories,Central,9,CUST104609,32103,4207.51
ORD200188,17-11-2025,Office Supplies,North,6,CUST101390,24468,6916.50
ORD200189,13-07-2025,Accessories,West,2,CUST104892,6866,1967.72
ORD200190,30-06-2022,Office Supplies,West,8,CUST104995,16024,2797.08
ORD200191,15-10-2025,Office Supplies,South,4,CUST102903,5308,1232.52
ORD200192,04-05-2023,Electronics,West,8,CUST103817,32152,3307.28
ORD200193,19-02-2024,Furniture,East,7,CUST101778,14469,1946.06
ORD200194,03-11-2024,Electronics,South,7,CUST102021,20629,4426.07
ORD200195,04-02-2022,Accessories,North,7,CUST104649,31136,6791.36
ORD200196,21-11-2022,Office Supplies,North,2,CUST104589,3476,963.69
ORD200197,21-12-2022,Clothing,South,8,CUST100851,21352,5094.88
ORD200198,13-06-2025,Clothing,West,2,CUST103396,8816,2298.06
ORD200199,01-09-2023,Office Supplies,West,3,CUST102914,8622,2205.87
ORD200200,01-10-2024,Electronics,North,7,CUST104904,8211,967.43
ORD200201,07-09-2023,Furniture,East,7,CUST103996,19523,4947.31
ORD200202,28-05-2025,Electronics,West,7,CUST104555,10283,1044.60
ORD200203,01-04-2025,Office Supplies,East,4,CUST104767,4524,240.45
ORD200204,08-07-2022,Office Supplies,West,5,CUST103294,10605,2162.83
ORD200205,24-08-2024,Furniture,South,7,CUST103008,34104,4811.87
ORD200206,23-03-2022,Accessories,Central,8,CUST101578,27696,6023.95
ORD200207,28-02-2025,Accessories,North,3,CUST104676,13527,1428.11
ORD200208,13-07-2024,Furniture,South,6,CUST103954,26304,2962.67
ORD200209,20-03-2025,Accessories,West,9,CUST104811,16812,4621.43
ORD200210,01-08-2024,Clothing,North,5,CUST100207,22110,4780.20
ORD200211,10-10-2025,Accessories,Central,4,CUST101295,3492,252.49
ORD200212,22-11-2024,Accessories,Central,9,CUST101940,18018,2479.02
ORD200213,13-10-2025,Accessories,West,4,CUST102208,6868,1459.89
ORD200214,18-07-2022,Clothing,North,3,CUST100665,4893,1121.13
ORD200215,15-04-2024,Accessories,West,7,CUST104994,15169,2643.31
ORD200216,03-03-2025,Clothing,Central,5,CUST103862,6275,709.00
ORD200217,28-05-2022,Furniture,South,1,CUST100088,3682,800.02
ORD200218,06-07-2024,Electronics,South,8,CUST104435,19352,1373.60
ORD200219,24-04-2022,Furniture,East,1,CUST103118,1829,453.63
ORD200220,18-08-2025,Electronics,Central,9,CUST103824,7578,1810.81
ORD200221,07-11-2022,Furniture,Central,1,CUST103189,3874,472.33
ORD200222,12-01-2023,Electronics,West,4,CUST103874,2064,134.54
ORD200223,28-09-2024,Electronics,East,4,CUST102218,17700,1280.25
ORD200224,18-06-2023,Office Supplies,East,9,CUST100416,28035,4391.89
ORD200225,14-01-2022,Electronics,North,1,CUST102564,2223,213.21
ORD200226,11-07-2024,Electronics,West,9,CUST102617,33786,5376.14
ORD200227,27-03-2023,Office Supplies,South,4,CUST104531,19432,1249.19
ORD200228,20-03-2022,Accessories,North,7,CUST102247,34132,5486.88
ORD200229,05-06-2025,Accessories,East,9,CUST103530,8982,2476.13
ORD200230,03-05-2023,Office Supplies,South,7,CUST101898,13104,2877.25
ORD200231,26-07-2022,Clothing,Central,2,CUST102481,7748,512.95
ORD200232,10-10-2022,Electronics,West,6,CUST104474,28608,2033.63
ORD200233,26-07-2024,Electronics,East,6,CUST100829,17760,3142.17
ORD200234,25-05-2024,Office Supplies,Central,3,CUST104911,9090,1053.67
ORD200235,07-08-2023,Office Supplies,East,4,CUST101242,10728,1720.88
ORD200236,16-01-2025,Clothing,South,6,CUST104889,3948,955.49
ORD200237,11-06-2022,Accessories,North,6,CUST100889,6720,996.71
ORD200238,02-11-2025,Furniture,South,1,CUST101307,741,92.72
ORD200239,28-12-2024,Accessories,West,8,CUST101856,30072,8234.58
ORD200240,13-06-2024,Electronics,West,9,CUST104982,33795,7718.54
ORD200241,25-12-2022,Office Supplies,East,2,CUST102457,6306,1315.48
ORD200242,07-07-2023,Clothing,South,4,CUST102053,10944,743.86
ORD200243,19-07-2023,Accessories,North,6,CUST102864,24954,4372.44
ORD200244,28-01-2023,Clothing,West,2,CUST100216,1530,418.74
ORD200245,18-09-2025,Accessories,North,7,CUST101232,13531,3458.45
ORD200246,31-12-2024,Electronics,Central,6,CUST100345,9552,631.34
ORD200247,01-05-2024,Furniture,East,8,CUST101428,31200,7417.76
ORD200248,19-08-2022,Clothing,North,7,CUST102655,19607,5263.58
ORD200249,19-07-2024,Clothing,East,1,CUST102072,3352,372.05
ORD200250,31-03-2023,Furniture,Central,5,CUST103573,7125,1284.25
ORD200251,18-09-2022,Clothing,North,6,CUST100338,24510,6652.01
ORD200252,31-03-2023,Clothing,North,7,CUST100321,19201,5187.26
ORD200253,01-05-2023,Accessories,Central,4,CUST104258,9540,1461.48
ORD200254,04-05-2022,Accessories,South,9,CUST100335,37026,6545.89
ORD200255,07-08-2022,Furniture,North,1,CUST102025,4089,313.00
ORD200256,06-04-2024,Electronics,North,3,CUST100406,12855,2360.00
ORD200257,27-02-2023,Clothing,West,2,CUST102384,2794,741.16
ORD200258,20-02-2024,Electronics,South,2,CUST100096,8150,759.55
ORD200259,10-04-2022,Furniture,North,1,CUST102852,1916,315.32
ORD200260,23-02-2023,Furniture,Central,3,CUST102403,7113,1499.48
ORD200261,17-05-2022,Accessories,East,5,CUST103134,14415,895.78
ORD200262,25-06-2024,Clothing,Central,6,CUST103831,24852,1469.72
ORD200263,25-09-2022,Office Supplies,South,8,CUST102487,6088,1596.53
ORD200264,22-04-2022,Furniture,West,4,CUST100916,7880,2295.16
ORD200265,23-06-2024,Clothing,West,1,CUST103687,1710,410.73
ORD200266,09-09-2025,Electronics,West,9,CUST102130,37557,10921.46
ORD200267,25-04-2025,Accessories,Central,3,CUST102152,4323,381.97
ORD200268,04-06-2023,Electronics,East,8,CUST100178,22344,5978.04
ORD200269,14-02-2024,Furniture,East,4,CUST104301,19912,5505.05
ORD200270,08-12-2023,Furniture,North,3,CUST104836,13515,1656.05
ORD200271,12-03-2022,Electronics,East,3,CUST104955,6771,1435.74
ORD200272,23-06-2024,Furniture,East,4,CUST100633,12496,1580.26
ORD200273,02-02-2025,Clothing,North,4,CUST104448,15728,1216.18
ORD200274,04-11-2024,Furniture,Central,7,CUST104742,9429,2388.04
ORD200275,08-06-2022,Accessories,Central,2,CUST101723,7576,2094.67
ORD200276,09-06-2022,Clothing,South,8,CUST101668,12040,933.31
ORD200277,22-04-2024,Office Supplies,Central,2,CUST102650,6618,1403.33
ORD200278,24-02-2025,Furniture,West,1,CUST103975,1610,471.34
ORD200279,08-12-2024,Furniture,West,8,CUST101125,6312,746.59
ORD200280,10-10-2023,Accessories,South,4,CUST104256,5644,1341.85
ORD200281,30-12-2023,Accessories,East,6,CUST104024,11280,1726.67
ORD200282,28-03-2025,Electronics,South,1,CUST100142,2147,141.55
ORD200283,14-11-2024,Electronics,North,3,CUST103856,13608,3060.82
ORD200284,14-02-2024,Electronics,South,7,CUST103049,30268,3374.24
ORD200285,19-03-2023,Accessories,South,7,CUST101436,31563,6284.33
ORD200286,08-02-2024,Electronics,West,8,CUST101282,14328,969.63
ORD200287,30-04-2025,Electronics,North,2,CUST104042,7024,562.31
ORD200288,12-05-2023,Office Supplies,North,7,CUST102713,14854,764.12
ORD200289,07-09-2024,Electronics,South,4,CUST101639,18296,1911.21
ORD200290,19-01-2025,Furniture,North,6,CUST103192,13572,1122.00
ORD200291,19-12-2024,Accessories,North,4,CUST104908,14796,1826.06
ORD200292,28-07-2025,Clothing,Central,9,CUST102693,23643,2388.61
ORD200293,19-06-2022,Office Supplies,North,1,CUST100098,4679,542.29
ORD200294,17-06-2023,Accessories,East,1,CUST100215,1937,159.18
ORD200295,23-11-2022,Accessories,North,5,CUST101778,21945,2071.58
ORD200296,01-11-2022,Furniture,West,5,CUST103814,15250,1837.58
ORD200297,04-05-2023,Electronics,Central,8,CUST102519,24560,3906.74
ORD200298,31-08-2023,Furniture,West,7,CUST102450,5992,693.24
ORD200299,19-02-2024,Electronics,West,3,CUST102060,1980,191.78
ORD200300,08-04-2023,Electronics,East,8,CUST104330,28528,5966.15
ORD200301,05-12-2023,Accessories,Central,4,CUST104338,9688,1362.58
ORD200302,28-01-2025,Electronics,South,3,CUST101759,6060,1217.09
ORD200303,18-07-2024,Office Supplies,North,2,CUST101247,7630,1143.54
ORD200304,15-05-2024,Office Supplies,East,9,CUST104781,9567,1467.81
ORD200305,14-01-2024,Office Supplies,East,7,CUST101120,26320,3791.18
ORD200306,01-04-2024,Accessories,South,5,CUST100320,22455,5908.69
ORD200307,20-05-2022,Furniture,East,9,CUST101840,4581,668.52
ORD200308,30-03-2023,Clothing,South,3,CUST104222,3543,709.87
ORD200309,05-08-2023,Electronics,South,6,CUST104995,6156,1026.24
ORD200310,14-02-2022,Clothing,South,8,CUST102262,9408,1863.73
ORD200311,22-09-2025,Furniture,East,9,CUST102587,6228,616.24
ORD200312,12-03-2023,Furniture,South,4,CUST103562,14508,1156.25
ORD200313,27-12-2022,Accessories,East,1,CUST101073,987,195.07
ORD200314,10-01-2024,Office Supplies,Central,8,CUST104178,6280,1857.54
ORD200315,21-01-2024,Office Supplies,South,3,CUST100224,5301,606.84
ORD200316,11-11-2024,Furniture,East,6,CUST103601,8004,403.27
ORD200317,11-03-2022,Accessories,East,4,CUST103037,7196,2002.02
ORD200318,20-01-2023,Accessories,East,6,CUST104485,9732,806.78
ORD200319,15-07-2023,Electronics,North,3,CUST102635,12243,3266.46
ORD200320,14-04-2023,Office Supplies,North,7,CUST104118,25977,4638.78
ORD200321,19-01-2022,Furniture,South,2,CUST100155,5312,503.07
ORD200322,14-05-2025,Clothing,Central,5,CUST103274,13950,1384.13
ORD200323,27-07-2023,Office Supplies,South,3,CUST100097,4692,852.98
ORD200324,23-02-2024,Electronics,West,5,CUST104399,21455,5335.09
ORD200325,16-03-2022,Accessories,West,3,CUST104699,7794,1969.27
ORD200326,02-07-2023,Furniture,Central,9,CUST101465,16884,1848.90
ORD200327,07-10-2023,Office Supplies,Central,8,CUST104769,21016,4786.38
ORD200328,27-04-2025,Clothing,Central,2,CUST102792,1692,287.47
ORD200329,17-10-2024,Electronics,North,8,CUST104636,18064,3704.82
ORD200330,25-05-2023,Electronics,North,8,CUST101543,14704,1211.84
ORD200331,22-03-2025,Office Supplies,West,3,CUST103983,9588,1520.53
ORD200332,09-03-2023,Clothing,Central,5,CUST100669,22835,1845.37
ORD200333,11-12-2024,Electronics,East,2,CUST100342,1906,334.76
ORD200334,11-06-2023,Furniture,West,6,CUST100083,10854,709.45
ORD200335,02-09-2023,Electronics,Central,2,CUST104944,1178,98.25
ORD200336,31-01-2024,Clothing,East,4,CUST102457,7276,955.20
ORD200337,21-12-2024,Accessories,Central,3,CUST104078,6126,1089.14
ORD200338,19-08-2023,Accessories,South,1,CUST104092,3003,236.20
ORD200339,24-11-2023,Office Supplies,East,8,CUST102080,28016,7557.64
ORD200340,22-04-2023,Clothing,South,8,CUST103870,13296,1596.59
ORD200341,12-05-2023,Electronics,North,1,CUST101743,2423,474.80
ORD200342,01-06-2025,Electronics,West,6,CUST104884,13728,1173.78
ORD200343,08-07-2023,Accessories,Central,1,CUST103249,944,221.52
ORD200344,19-03-2024,Accessories,West,9,CUST104479,26820,4959.47
ORD200345,26-11-2023,Furniture,Central,1,CUST100214,4640,1315.67
ORD200346,07-07-2022,Accessories,South,3,CUST104953,13176,2922.49
ORD200347,29-06-2025,Furniture,East,9,CUST102444,22446,6630.37
ORD200348,08-06-2025,Electronics,East,1,CUST100683,3250,822.60
ORD200349,30-09-2024,Furniture,Central,2,CUST101311,9856,1798.81
ORD200350,07-06-2023,Furniture,South,4,CUST100570,7424,788.86
ORD200351,28-11-2023,Office Supplies,Central,7,CUST103307,31941,4315.34
ORD200352,11-04-2024,Accessories,Central,8,CUST102476,38352,5517.43
ORD200353,14-01-2024,Furniture,Central,1,CUST100551,3955,1100.63
ORD200354,10-03-2024,Electronics,East,1,CUST104177,1010,115.48
ORD200355,25-07-2025,Clothing,Central,5,CUST100112,23615,5444.25
ORD200356,11-10-2025,Furniture,East,8,CUST104696,12520,2466.84
ORD200357,09-01-2025,Accessories,North,1,CUST101547,3060,284.46
ORD200358,28-11-2022,Office Supplies,South,3,CUST103564,9393,1099.68
ORD200359,19-06-2023,Electronics,North,6,CUST102045,24588,2974.88
ORD200360,08-05-2025,Office Supplies,Central,1,CUST103946,3384,320.80
ORD200361,28-12-2024,Clothing,East,3,CUST103336,8859,2180.39
ORD200362,27-01-2025,Furniture,South,1,CUST103815,3975,510.04
ORD200363,18-07-2024,Furniture,West,4,CUST100215,4020,737.44
ORD200364,21-01-2025,Accessories,South,9,CUST100269,39456,9240.58
ORD200365,09-09-2022,Furniture,South,5,CUST102948,18300,5346.90
ORD200366,07-03-2023,Electronics,Central,3,CUST102863,12489,3466.24
ORD200367,10-08-2024,Clothing,North,7,CUST100824,29218,3010.25
ORD200368,06-12-2025,Office Supplies,North,6,CUST104667,6444,1762.59
ORD200369,30-03-2025,Clothing,West,9,CUST100298,40311,10542.68
ORD200370,23-10-2022,Furniture,Central,4,CUST101237,19244,1106.13
ORD200371,10-12-2024,Office Supplies,South,4,CUST102641,12148,3293.95
ORD200372,23-11-2024,Accessories,North,9,CUST100769,30708,5638.35
ORD200373,08-09-2025,Clothing,North,2,CUST101512,8764,857.94
ORD200374,29-04-2023,Office Supplies,East,2,CUST100327,4466,1334.58
ORD200375,20-12-2022,Office Supplies,South,9,CUST101409,9801,1254.25
ORD200376,10-12-2023,Office Supplies,Central,7,CUST103386,31332,3036.51
ORD200377,08-01-2023,Electronics,North,5,CUST104709,16825,1568.96
ORD200378,05-06-2023,Clothing,Central,5,CUST100417,18335,3329.31
ORD200379,17-09-2024,Office Supplies,South,9,CUST101483,26928,2523.04
ORD200380,25-01-2024,Clothing,South,5,CUST100369,23130,4162.39
ORD200381,10-11-2024,Office Supplies,North,9,CUST102052,10638,2492.53
ORD200382,22-09-2023,Accessories,West,8,CUST100108,22784,6542.67
